dataset,metric,number_of_variants,ft_percentage,boost,mistake_type,mistake_percentage,shapiro,normally_distributed,ttest,ttest_significant,wilcoxon,wilcoxon_significant
dia,precision,7,15,True,SwappedCondition,100,0.041067726525980404,False,0.9999999999859082,False,1.0,False
dia,precision,7,15,True,ErroneousConjunction,25,9.989791252473024e-05,False,1.0424321290802652e-06,True,1.862645149230957e-09,True
dia,precision,7,15,True,ErroneousConjunction,50,0.00010888352871415531,False,1.8454925070742654e-07,True,2.7939677238464355e-09,True
dia,precision,7,15,True,ErroneousConjunction,75,0.00023122438775191557,False,8.721835870099213e-08,True,2.7939677238464355e-09,True
dia,precision,7,15,True,ErroneousConjunction,100,0.021600833293060232,False,4.068286371806656e-07,True,2.3283064365386963e-08,True
dia,precision,7,15,True,SwappedFeature,25,0.023092320106782735,False,0.0005377847191953127,True,0.0001416318118572235,True
dia,precision,7,15,True,SwappedFeature,50,0.022206030586439364,False,0.8945361264463164,False,0.8816738277673721,False
dia,precision,7,15,True,SwappedFeature,75,0.013947709714662488,False,0.9999996467926221,False,0.999999969266355,False
dia,precision,7,15,True,SwappedFeature,100,0.034271173176973306,False,0.9999999999844322,False,1.0,False
dia,precision,7,20,False,SwappedCondition,25,0.10639149448913576,True,2.3257729388741192e-05,True,8.494872599840164e-05,True
dia,precision,7,20,False,SwappedCondition,50,0.5085947521465966,True,0.9905318732666601,False,0.9845075951889157,False
dia,precision,7,20,False,SwappedCondition,75,0.23303439338605253,True,0.9999999992665304,False,1.0,False
dia,precision,7,20,False,SwappedCondition,100,0.4204994394524868,True,0.9999999999985469,False,1.0,False
dia,precision,7,20,False,ErroneousConjunction,25,0.6409040670404901,True,2.1699115894946289e-13,True,9.313225746154785e-10,True
dia,precision,7,20,False,ErroneousConjunction,50,0.2294142255130205,True,6.753212874772819e-13,True,9.313225746154785e-10,True
dia,precision,7,20,False,ErroneousConjunction,75,0.34487687474657996,True,1.1279611769311237e-12,True,9.313225746154785e-10,True
dia,precision,7,20,False,ErroneousConjunction,100,0.5108042159518881,True,7.603403539723213e-13,True,1.862645149230957e-09,True
dia,precision,7,20,False,SwappedFeature,25,0.9711825920182331,True,2.6074393683600223e-05,True,4.95128333568573e-05,True
dia,precision,7,20,False,SwappedFeature,50,0.5563583808587562,True,0.9880452181955043,False,0.9817825015634298,False
dia,precision,7,20,False,SwappedFeature,75,0.14946582154199006,True,0.9999999957377159,False,0.9999999990686774,False
dia,precision,7,20,False,SwappedFeature,100,0.1863262824540759,True,0.9999999999995896,False,1.0,False
dia,precision,7,20,True,SwappedCondition,25,0.037845184608565875,False,3.0033485209457724e-05,True,7.988885045051575e-06,True
dia,precision,7,20,True,SwappedCondition,50,0.15836072807388296,True,0.9711024658129452,False,0.9452839707955718,False
dia,precision,7,20,True,SwappedCondition,75,1.201123240613607e-05,False,0.9999975835108216,False,1.0,False
dia,precision,7,20,True,SwappedCondition,100,0.06555106276043844,True,0.9999999999953407,False,1.0,False
dia,precision,7,20,True,ErroneousConjunction,25,5.435507052895639e-05,False,7.385142598328263e-08,True,9.313225746154785e-10,True
dia,precision,7,20,True,ErroneousConjunction,50,0.0021155890915323214,False,4.016220100367416e-10,True,9.313225746154785e-10,True
dia,precision,7,20,True,ErroneousConjunction,75,0.0007597640534509231,False,1.1241596118747773e-07,True,9.313225746154785e-10,True
dia,precision,7,20,True,ErroneousConjunction,100,0.023135514193028308,False,7.348077834844198e-07,True,6.51925802230835e-08,True
dia,precision,7,20,True,SwappedFeature,25,5.851333244437601e-05,False,0.008308492657287054,True,8.494872599840164e-05,True
dia,precision,7,20,True,SwappedFeature,50,0.10067784244949274,True,0.857036131807963,False,0.8857235889881849,False
dia,precision,7,20,True,SwappedFeature,75,4.242898999025538e-06,False,0.9999961056553304,False,1.0,False
dia,precision,7,20,True,SwappedFeature,100,0.15188483722023416,True,0.9999999999970602,False,1.0,False
dia,precision,7,25,False,SwappedCondition,25,0.08480871998950248,True,0.00012416154448467628,True,0.00020919833332300186,True
dia,precision,7,25,False,SwappedCondition,50,0.13853430921440685,True,0.9815688229120518,False,0.9598363190889359,False
dia,precision,7,25,False,SwappedCondition,75,0.002528246531143763,False,0.9999998205753211,False,0.9999998975545168,False
dia,precision,7,25,False,SwappedCondition,100,0.2529560052391626,True,0.9999999999999994,False,1.0,False
dia,precision,7,25,False,ErroneousConjunction,25,0.20317752525243127,True,5.743523358586233e-14,True,9.313225746154785e-10,True
dia,precision,7,25,False,ErroneousConjunction,50,0.3360812513468847,True,3.442164507874036e-12,True,1.862645149230957e-09,True
dia,precision,7,25,False,ErroneousConjunction,75,0.8353581735770219,True,5.9567618898067135e-12,True,4.6566128730773926e-09,True
dia,precision,7,25,False,ErroneousConjunction,100,0.3330527751968212,True,1.6561387489265664e-14,True,9.313225746154785e-10,True
dia,precision,7,25,False,SwappedFeature,25,0.2361435616691322,True,0.00013486297650390226,True,0.00030420441180467606,True
dia,precision,7,25,False,SwappedFeature,50,0.29704259532222044,True,0.9858951484351653,False,0.9725391855463386,False
dia,precision,7,25,False,SwappedFeature,75,0.5429285241405597,True,0.9999999886794322,False,0.999999993480742,False
dia,precision,7,25,False,SwappedFeature,100,0.13272123918184392,True,0.9999999999998505,False,1.0,False
dia,precision,7,25,True,SwappedCondition,25,0.3059978164909093,True,1.9857527526205572e-07,True,4.991888999938965e-07,True
dia,precision,7,25,True,SwappedCondition,50,0.07155486463543043,True,0.9330175008636379,False,0.932632458396256,False
dia,precision,7,25,True,SwappedCondition,75,0.0009844669686709146,False,0.9999998969515006,False,0.9999999972060323,False
dia,precision,7,25,True,SwappedCondition,100,0.13859826772425837,True,0.9999999999998066,False,1.0,False
dia,precision,7,25,True,ErroneousConjunction,25,0.0021726760528621375,False,2.9100233077598694e-10,True,9.313225746154785e-10,True
dia,precision,7,25,True,ErroneousConjunction,50,0.1417076384169248,True,5.705079658501205e-11,True,1.862645149230957e-09,True
dia,precision,7,25,True,ErroneousConjunction,75,0.021932218079992863,False,1.8050172586897087e-09,True,2.7939677238464355e-09,True
dia,precision,7,25,True,ErroneousConjunction,100,0.042397300807541095,False,3.641982110631541e-08,True,9.313225746154785e-10,True
dia,precision,7,25,True,SwappedFeature,25,0.06309511891293919,True,1.7851329210449526e-05,True,5.304813385009766e-06,True
dia,precision,7,25,True,SwappedFeature,50,0.3425846968332905,True,0.9953764088501138,False,0.9927309919148684,False
dia,precision,7,25,True,SwappedFeature,75,0.9952361964632181,True,0.9999999978116435,False,0.9999999823048711,False
dia,precision,7,25,True,SwappedFeature,100,0.0014470190095937424,False,0.9999999999831085,False,1.0,False
dia,recall,3,5,False,SwappedCondition,25,9.436996137586309e-05,False,0.999999993596387,False,0.9999702533667385,False
dia,recall,3,5,False,SwappedCondition,50,0.010173715602529693,False,0.9999999999988882,False,0.9999972012949971,False
dia,recall,3,5,False,SwappedCondition,75,0.000193072923753918,False,0.9999999999999998,False,0.9999981065587443,False
dia,recall,3,5,False,SwappedCondition,100,0.05318764987381717,True,1.0,False,0.9999991333466779,False
dia,recall,3,5,False,ErroneousConjunction,25,2.8438316989751814e-05,False,0.9999999998349455,False,0.999986520939613,False
dia,recall,3,5,False,ErroneousConjunction,50,2.4134602002573736e-05,False,1.0,False,0.9999987227673122,False
dia,recall,3,5,False,ErroneousConjunction,75,9.047250670337138e-06,False,1.0,False,0.9999987219064878,False
dia,recall,3,5,False,ErroneousConjunction,100,0.006929434951228167,False,1.0,False,0.9999991387858587,False
dia,recall,3,5,False,SwappedFeature,25,2.8438316989751814e-05,False,0.9999999998349455,False,0.999986520939613,False
dia,recall,3,5,False,SwappedFeature,50,6.0385726699482496e-05,False,1.0,False,0.9999987227673122,False
dia,recall,3,5,False,SwappedFeature,75,9.047250670337138e-06,False,1.0,False,0.9999987219064878,False
dia,recall,3,5,False,SwappedFeature,100,0.0014066968170294851,False,1.0,False,0.999999135525782,False
dia,recall,3,5,True,SwappedCondition,25,0.00017319597815259935,False,0.9999728083205192,False,0.9999958509503468,False
dia,recall,3,5,True,SwappedCondition,50,5.931007949276688e-06,False,0.9998828863100709,False,0.9999971991190585,False
dia,recall,3,5,True,SwappedCondition,75,0.00125088859719767,False,0.9999982915113373,False,0.9999987184583746,False
dia,recall,3,5,True,SwappedCondition,100,0.2261063015393402,True,0.9999999999992051,False,1.0,False
dia,recall,3,5,True,ErroneousConjunction,25,3.0949291511942685e-06,False,0.9997166895698534,False,0.9999971991190585,False
dia,recall,3,5,True,ErroneousConjunction,50,1.7119493610811652e-05,False,0.9999688719929635,False,0.9999987184583746,False
dia,recall,3,5,True,ErroneousConjunction,75,0.0015960150866591136,False,0.9999984560199167,False,0.9999987184583746,False
dia,recall,3,5,True,ErroneousConjunction,100,0.15467155852026637,True,0.9999999999589692,False,1.0,False
dia,recall,3,5,True,SwappedFeature,25,0.00010362476928137827,False,0.999974527514142,False,0.9999958509503468,False
dia,recall,3,5,True,SwappedFeature,50,1.6524842242594983e-06,False,0.9998676093854991,False,0.9999987184583746,False
dia,recall,3,5,True,SwappedFeature,75,0.010457030007762118,False,0.9999999338106806,False,0.9999987184583746,False
dia,recall,3,5,True,SwappedFeature,100,0.04657340436656786,False,0.999999999948913,False,1.0,False
dia,recall,3,10,False,SwappedCondition,25,2.7885520382921607e-05,False,0.9999999999969421,False,0.9999958578995379,False
dia,recall,3,10,False,SwappedCondition,50,0.44519240780094566,True,1.0,False,0.9999991338918834,False
dia,recall,3,10,False,SwappedCondition,75,7.0467407512380755e-06,False,1.0,False,0.9999987219064878,False
dia,recall,3,10,False,SwappedCondition,100,0.00037642589437152015,False,1.0,False,0.9999991349814353,False
dia,recall,3,10,False,ErroneousConjunction,25,2.4134602002573736e-05,False,1.0,False,0.9999987227673122,False
dia,recall,3,10,False,ErroneousConjunction,50,0.000835258469751905,False,1.0,False,0.9999991387858587,False
dia,recall,3,10,False,ErroneousConjunction,75,9.783790914013065e-07,False,1.0,False,0.9999991366136172,False
dia,recall,3,10,False,ErroneousConjunction,100,7.466476201895953e-07,False,1.0,False,0.9999991360698426,False
dia,recall,3,10,False,SwappedFeature,25,2.4134602002573736e-05,False,1.0,False,0.9999987227673122,False
dia,recall,3,10,False,SwappedFeature,50,0.0010282256948129865,False,1.0,False,0.999999135525782,False
dia,recall,3,10,False,SwappedFeature,75,1.2033720375119123e-06,False,1.0,False,0.9999991366136172,False
dia,recall,3,10,False,SwappedFeature,100,5.006845992567119e-06,False,1.0,False,0.9999991366136172,False
dia,recall,3,10,True,SwappedCondition,25,9.312949212506151e-06,False,0.9999994523356275,False,0.9999981120244631,False
dia,recall,3,10,True,SwappedCondition,50,4.263315101018212e-05,False,0.9999990166608724,False,0.9999991338918834,False
dia,recall,3,10,True,SwappedCondition,75,6.185941835715124e-05,False,0.9999990889941457,False,0.9999987193211256,False
dia,recall,3,10,True,SwappedCondition,100,0.1867156247342413,True,0.9999999999435218,False,0.9999991333466779,False
dia,recall,3,10,True,ErroneousConjunction,25,5.359478934340163e-07,False,0.9998095816971156,False,0.9999987184583746,False
dia,recall,3,10,True,ErroneousConjunction,50,4.082175185243664e-05,False,0.9999996414216222,False,1.0,False
dia,recall,3,10,True,ErroneousConjunction,75,0.013291416869911504,False,0.9999999978741949,False,1.0,False
dia,recall,3,10,True,ErroneousConjunction,100,0.07608266958077206,True,0.9999999999945768,False,1.0,False
dia,recall,3,10,True,SwappedFeature,25,1.9867702813946312e-07,False,0.9999879001289873,False,0.9999987201833946,False
dia,recall,3,10,True,SwappedFeature,50,2.5265359896163587e-05,False,0.9999999564742498,False,0.9999991333466779,False
dia,recall,3,10,True,SwappedFeature,75,5.555355846530703e-05,False,0.9999999236988004,False,0.9999991333466779,False
dia,recall,3,10,True,SwappedFeature,100,0.23058804105519065,True,0.9999999999927562,False,0.9999991338918834,False
dia,recall,3,15,False,SwappedCondition,25,0.006442494523262599,False,1.0,False,0.9999991333466779,False
dia,recall,3,15,False,SwappedCondition,50,3.8191246100846645e-05,False,1.0,False,0.9999991382432266,False
dia,recall,3,15,False,SwappedCondition,75,0.0005007311405154124,False,1.0,False,0.9999991333466779,False
dia,recall,3,15,False,SwappedCondition,100,0.008444427214242987,False,1.0,False,0.9999991333466779,False
dia,recall,3,15,False,ErroneousConjunction,25,0.0033240453610781807,False,1.0,False,0.9999991349814353,False
dia,recall,3,15,False,ErroneousConjunction,50,0.00046553837404815,False,1.0,False,0.9999991382432266,False
dia,recall,3,15,False,ErroneousConjunction,75,0.017594282150192903,False,1.0,False,0.999999135525782,False
dia,recall,3,15,False,ErroneousConjunction,100,0.00509000762826007,False,1.0,False,0.9999991377003091,False
dia,recall,3,15,False,SwappedFeature,25,0.007042092835733616,False,1.0,False,0.9999991349814353,False
dia,recall,3,15,False,SwappedFeature,50,0.00046553837404815,False,1.0,False,0.9999991382432266,False
dia,recall,3,15,False,SwappedFeature,75,0.010328558783404196,False,1.0,False,0.999999135525782,False
dia,recall,3,15,False,SwappedFeature,100,3.96063140154699e-05,False,1.0,False,0.9999991377003091,False
dia,recall,3,15,True,SwappedCondition,25,2.9534861657163677e-07,False,0.999992972737886,False,1.0,False
dia,recall,3,15,True,SwappedCondition,50,9.308929720426382e-08,False,0.9999999858598423,False,0.999999135525782,False
dia,recall,3,15,True,SwappedCondition,75,2.412064021879503e-05,False,0.9999999871448513,False,1.0,False
dia,recall,3,15,True,SwappedCondition,100,0.003576444024010545,False,0.9999999997481437,False,1.0,False
dia,recall,3,15,True,ErroneousConjunction,25,5.618714051268128e-07,False,0.9999995466877877,False,0.9999991344368026,False
dia,recall,3,15,True,ErroneousConjunction,50,5.5995084607937e-07,False,0.9999999994604306,False,0.9999991349814353,False
dia,recall,3,15,True,ErroneousConjunction,75,0.00020175782448493082,False,0.9999999997191328,False,1.0,False
dia,recall,3,15,True,ErroneousConjunction,100,0.11344427548798008,True,0.9999999999931688,False,1.0,False
dia,recall,3,15,True,SwappedFeature,25,9.898344443130897e-07,False,0.9999994934350344,False,0.9999991338918834,False
dia,recall,3,15,True,SwappedFeature,50,4.5999601030313915e-09,False,0.9999998118973762,False,0.9999991344368026,False
dia,recall,3,15,True,SwappedFeature,75,0.00013367062013864566,False,0.9999999981999488,False,0.9999991338918834,False
dia,recall,3,15,True,SwappedFeature,100,0.08795265761565828,True,0.9999999999906233,False,0.9999991333466779,False
dia,recall,3,20,False,SwappedCondition,25,3.7156204864439525e-06,False,1.0,False,0.9999987193211256,False
dia,recall,3,20,False,SwappedCondition,50,9.514636051446118e-07,False,1.0,False,0.9999991366136172,False
dia,recall,3,20,False,SwappedCondition,75,1.3142301408691125e-06,False,1.0,False,0.9999991360698426,False
dia,recall,3,20,False,SwappedCondition,100,0.13812758341210218,True,1.0,False,0.9999991338918834,False
dia,recall,3,20,False,ErroneousConjunction,25,0.0081495648442119,False,1.0,False,0.9999991387858587,False
dia,recall,3,20,False,ErroneousConjunction,50,0.0004413071844864112,False,1.0,False,0.9999991366136172,False
dia,recall,3,20,False,ErroneousConjunction,75,8.406322261752142e-08,False,1.0,False,0.9999991393282053,False
dia,recall,3,20,False,ErroneousConjunction,100,0.00015206788232000472,False,1.0,False,0.999999165556073,False
dia,recall,3,20,False,SwappedFeature,25,0.002634387184258241,False,1.0,False,0.999999135525782,False
dia,recall,3,20,False,SwappedFeature,50,1.6469417373860022e-06,False,1.0,False,0.9999991366136172,False
dia,recall,3,20,False,SwappedFeature,75,5.973916327374273e-07,False,1.0,False,0.999999135525782,False
dia,recall,3,20,False,SwappedFeature,100,1.246126752050191e-05,False,1.0,False,0.9999991527944752,False
dia,recall,3,20,True,SwappedCondition,25,0.0007528983233193895,False,0.9999999999991319,False,0.9999987193211256,False
dia,recall,3,20,True,SwappedCondition,50,1.2743006837718874e-06,False,0.9999999999151311,False,1.0,False
dia,recall,3,20,True,SwappedCondition,75,0.0001223304549072939,False,0.9999999999998557,False,0.9999991333466779,False
dia,recall,3,20,True,SwappedCondition,100,0.04927213285492329,False,0.9999999999949827,False,1.0,False
dia,recall,3,20,True,ErroneousConjunction,25,8.580778239618333e-09,False,0.9999997739208009,False,0.9999991333466779,False
dia,recall,3,20,True,ErroneousConjunction,50,2.6524921025797766e-07,False,0.9999999999999089,False,0.9999991349814353,False
dia,recall,3,20,True,ErroneousConjunction,75,2.7360867939731432e-06,False,0.9999999995938186,False,0.9999991333466779,False
dia,recall,3,20,True,ErroneousConjunction,100,0.032050099272550384,False,0.9999999999989071,False,1.0,False
dia,recall,3,20,True,SwappedFeature,25,3.2441157423170354e-08,False,0.9999999995986473,False,0.9999991338918834,False
dia,recall,3,20,True,SwappedFeature,50,8.55878715828433e-09,False,0.9999999999998601,False,1.0,False
dia,recall,3,20,True,SwappedFeature,75,1.2752801201869395e-05,False,0.9999999999968517,False,0.9999991333466779,False
dia,recall,3,20,True,SwappedFeature,100,0.06796754375065338,True,0.9999999999991651,False,0.9999991349814353,False
dia,recall,3,25,False,SwappedCondition,25,4.291243262876976e-05,False,1.0,False,0.9999991333466779,False
dia,recall,3,25,False,SwappedCondition,50,0.0002852819750808883,False,1.0,False,0.9999991333466779,False
dia,recall,3,25,False,SwappedCondition,75,2.4545833521415368e-05,False,1.0,False,0.9999991333466779,False
dia,recall,3,25,False,SwappedCondition,100,0.33611685947121006,True,1.0,False,0.9999991349814353,False
dia,recall,3,25,False,ErroneousConjunction,25,3.277291883769303e-05,False,1.0,False,0.9999991349814353,False
dia,recall,3,25,False,ErroneousConjunction,50,0.03549492449775396,False,1.0,False,0.9999991360698426,False
dia,recall,3,25,False,ErroneousConjunction,75,0.0020560107711924715,False,1.0,False,0.9999991333466779,False
dia,recall,3,25,False,ErroneousConjunction,100,4.160312903030452e-05,False,1.0,False,0.999999135525782,False
dia,recall,3,25,False,SwappedFeature,25,8.977585086095851e-05,False,1.0,False,0.9999991349814353,False
dia,recall,3,25,False,SwappedFeature,50,0.0005833200280401451,False,1.0,False,0.999999135525782,False
dia,recall,3,25,False,SwappedFeature,75,0.00032314990864186954,False,1.0,False,0.9999991344368026,False
dia,recall,3,25,False,SwappedFeature,100,5.912727566033715e-06,False,1.0,False,0.999999135525782,False
dia,recall,3,25,True,SwappedCondition,25,0.0003689411079793283,False,1.0,False,0.9999991333466779,False
dia,recall,3,25,True,SwappedCondition,50,1.1073442415376788e-06,False,0.9999999999999998,False,1.0,False
dia,recall,3,25,True,SwappedCondition,75,9.418423999579753e-05,False,0.9999999999994476,False,1.0,False
dia,recall,3,25,True,SwappedCondition,100,0.03887559591162183,False,0.9999999999945254,False,1.0,False
dia,recall,3,25,True,ErroneousConjunction,25,3.7358370263063046e-06,False,0.9999999999991538,False,0.9999991344368026,False
dia,recall,3,25,True,ErroneousConjunction,50,6.126083440805129e-07,False,1.0,False,0.9999991382432266,False
dia,recall,3,25,True,ErroneousConjunction,75,0.00045882772192256765,False,1.0,False,1.0,False
dia,recall,3,25,True,ErroneousConjunction,100,0.007683509475749805,False,0.999999999999491,False,0.9999991333466779,False
dia,recall,3,25,True,SwappedFeature,25,1.403848904525897e-10,False,0.9999999996899614,False,0.9999991344368026,False
dia,recall,3,25,True,SwappedFeature,50,2.2613793771585914e-07,False,0.9999999999958256,False,1.0,False
dia,recall,3,25,True,SwappedFeature,75,7.724744532149265e-05,False,1.0,False,0.9999991333466779,False
dia,recall,3,25,True,SwappedFeature,100,0.012525707749614437,False,0.999999999999624,False,0.9999991349814353,False
dia,recall,5,5,False,SwappedCondition,25,0.02099087123226665,False,0.9999999998887993,False,0.9999938548388949,False
dia,recall,5,5,False,SwappedCondition,50,0.06995810430916091,True,0.9999999999999993,False,1.0,False
dia,recall,5,5,False,SwappedCondition,75,0.009859151164349659,False,1.0,False,0.9999991333466779,False
dia,recall,5,5,False,SwappedCondition,100,0.04398540737954265,False,1.0,False,0.9999987184583746,False
dia,recall,5,5,False,ErroneousConjunction,25,2.721303367297323e-05,False,0.9999999999999999,False,0.9999981079263949,False
dia,recall,5,5,False,ErroneousConjunction,50,0.11758023589042749,True,1.0,False,0.9999991333466779,False
dia,recall,5,5,False,ErroneousConjunction,75,6.365575377296118e-05,False,1.0,False,0.9999991338918834,False
dia,recall,5,5,False,ErroneousConjunction,100,0.00038667136537842185,False,1.0,False,1.0,False
dia,recall,5,5,False,SwappedFeature,25,2.539593214448261e-05,False,0.9999999999999888,False,0.9999971991190585,False
dia,recall,5,5,False,SwappedFeature,50,0.03944503711591899,False,1.0,False,1.0,False
dia,recall,5,5,False,SwappedFeature,75,0.00010296405746714253,False,1.0,False,0.9999991333466779,False
dia,recall,5,5,False,SwappedFeature,100,7.627211451145458e-05,False,1.0,False,0.9999991333466779,False
dia,recall,5,5,True,SwappedCondition,25,4.7987069339179193e-08,False,0.9987372537634618,False,0.9999958509503468,False
dia,recall,5,5,True,SwappedCondition,50,0.00011469831200646422,False,0.9999943270217124,False,1.0,False
dia,recall,5,5,True,SwappedCondition,75,0.010074440948873437,False,0.9999999756660398,False,1.0,False
dia,recall,5,5,True,SwappedCondition,100,0.42801001700928576,True,0.9999999999985312,False,0.9999987184583746,False
dia,recall,5,5,True,ErroneousConjunction,25,1.562316658523697e-06,False,0.9999371779929399,False,0.9999987193211256,False
dia,recall,5,5,True,ErroneousConjunction,50,6.303697964485746e-05,False,0.9999980555967796,False,1.0,False
dia,recall,5,5,True,ErroneousConjunction,75,0.0037855646792196874,False,0.9999999862223227,False,1.0,False
dia,recall,5,5,True,ErroneousConjunction,100,0.0422355865735428,False,0.9999999999998546,False,1.0,False
dia,recall,5,5,True,SwappedFeature,25,2.6871064576635348e-08,False,0.9980974272246874,False,0.9999971969417363,False
dia,recall,5,5,True,SwappedFeature,50,2.9796083368002847e-05,False,0.999994538156907,False,1.0,False
dia,recall,5,5,True,SwappedFeature,75,0.0021040706657985504,False,0.9999997659158165,False,1.0,False
dia,recall,5,5,True,SwappedFeature,100,0.0002869989523918382,False,0.9999999999999691,False,1.0,False
dia,recall,5,10,False,SwappedCondition,25,0.036494062692702244,False,0.9999999999999942,False,1.0,False
dia,recall,5,10,False,SwappedCondition,50,0.00013709957658076773,False,1.0,False,0.9999991333466779,False
dia,recall,5,10,False,SwappedCondition,75,0.004801420165834928,False,0.9999999999997781,False,1.0,False
dia,recall,5,10,False,SwappedCondition,100,0.0015357149832131887,False,0.9999999999999454,False,0.9999981051902792,False
dia,recall,5,10,False,ErroneousConjunction,25,0.012597108619913403,False,1.0,False,0.9999991333466779,False
dia,recall,5,10,False,ErroneousConjunction,50,0.0011412895260418813,False,1.0,False,0.9999991338918834,False
dia,recall,5,10,False,ErroneousConjunction,75,6.86352662061415e-06,False,1.0,False,0.9999991338918834,False
dia,recall,5,10,False,ErroneousConjunction,100,0.0011919076962028938,False,1.0,False,1.0,False
dia,recall,5,10,False,SwappedFeature,25,0.012597108619913403,False,1.0,False,0.9999991333466779,False
dia,recall,5,10,False,SwappedFeature,50,8.383964482747872e-05,False,1.0,False,0.9999991333466779,False
dia,recall,5,10,False,SwappedFeature,75,6.466170085095734e-05,False,1.0,False,0.9999991333466779,False
dia,recall,5,10,False,SwappedFeature,100,8.996568307103691e-07,False,1.0,False,0.9999991333466779,False
dia,recall,5,10,True,SwappedCondition,25,2.2722204665157098e-09,False,0.9991610849506579,False,1.0,False
dia,recall,5,10,True,SwappedCondition,50,0.00417294699532562,False,0.9999999961122307,False,1.0,False
dia,recall,5,10,True,SwappedCondition,75,0.0009741316330664824,False,0.9999999889867989,False,1.0,False
dia,recall,5,10,True,SwappedCondition,100,0.09592095840989073,True,0.9999999998068265,False,0.9999981051902792,False
dia,recall,5,10,True,ErroneousConjunction,25,8.554613082076666e-10,False,0.9992124483477351,False,1.0,False
dia,recall,5,10,True,ErroneousConjunction,50,0.00017646882218578223,False,0.9999999898057434,False,1.0,False
dia,recall,5,10,True,ErroneousConjunction,75,0.008234304558014752,False,0.9999999995404462,False,1.0,False
dia,recall,5,10,True,ErroneousConjunction,100,0.001140365615015998,False,0.9999999999999961,False,1.0,False
dia,recall,5,10,True,SwappedFeature,25,4.444985715420396e-09,False,0.9999532857350439,False,1.0,False
dia,recall,5,10,True,SwappedFeature,50,2.027116550645267e-05,False,0.9999999753271849,False,1.0,False
dia,recall,5,10,True,SwappedFeature,75,0.009782300432396215,False,0.9999999998067017,False,1.0,False
dia,recall,5,10,True,SwappedFeature,100,0.0015531674611567962,False,0.999999999999992,False,1.0,False
dia,recall,5,15,False,SwappedCondition,25,0.013781442781092142,False,0.9999999999999999,False,0.9999987184583746,False
dia,recall,5,15,False,SwappedCondition,50,7.984593308510922e-05,False,0.9999999999999999,False,0.9999991333466779,False
dia,recall,5,15,False,SwappedCondition,75,0.03462401100384744,False,1.0,False,1.0,False
dia,recall,5,15,False,SwappedCondition,100,0.04028781574827783,False,0.9999999999999936,False,1.0,False
dia,recall,5,15,False,ErroneousConjunction,25,1.0427394826107039e-05,False,1.0,False,0.9999991333466779,False
dia,recall,5,15,False,ErroneousConjunction,50,0.00016747023017148785,False,1.0,False,0.9999991344368026,False
dia,recall,5,15,False,ErroneousConjunction,75,0.0024092290920731383,False,1.0,False,0.9999991338918834,False
dia,recall,5,15,False,ErroneousConjunction,100,0.008389004496289376,False,1.0,False,0.9999991338918834,False
dia,recall,5,15,False,SwappedFeature,25,1.7551228722880171e-06,False,1.0,False,1.0,False
dia,recall,5,15,False,SwappedFeature,50,0.0014315736021218175,False,1.0,False,0.9999991338918834,False
dia,recall,5,15,False,SwappedFeature,75,2.2553528930057806e-05,False,1.0,False,1.0,False
dia,recall,5,15,False,SwappedFeature,100,0.0023054335378411843,False,1.0,False,0.9999991338918834,False
dia,recall,5,15,True,SwappedCondition,25,0.009771210835711325,False,0.9999999951755524,False,0.9999987184583746,False
dia,recall,5,15,True,SwappedCondition,50,3.5726323422850794e-05,False,0.9999999972364566,False,0.9999991333466779,False
dia,recall,5,15,True,SwappedCondition,75,0.015475098316623522,False,0.9999999998096089,False,1.0,False
dia,recall,5,15,True,SwappedCondition,100,0.03779914417174812,False,0.9999999996360215,False,1.0,False
dia,recall,5,15,True,ErroneousConjunction,25,4.915085234617968e-07,False,0.9999999999983779,False,0.9999991333466779,False
dia,recall,5,15,True,ErroneousConjunction,50,1.1109098292868303e-06,False,0.9999999984881527,False,0.9999991333466779,False
dia,recall,5,15,True,ErroneousConjunction,75,0.00027940080327714837,False,0.9999999998427214,False,1.0,False
dia,recall,5,15,True,ErroneousConjunction,100,0.024542569047899497,False,0.9999999999999779,False,1.0,False
dia,recall,5,15,True,SwappedFeature,25,4.333885490446553e-09,False,0.9999997259676973,False,0.9999991333466779,False
dia,recall,5,15,True,SwappedFeature,50,2.7388941831720497e-06,False,0.9999999999999267,False,0.9999991333466779,False
dia,recall,5,15,True,SwappedFeature,75,0.00010129065597790852,False,0.9999999996618291,False,1.0,False
dia,recall,5,15,True,SwappedFeature,100,0.007505838282060989,False,0.9999999999999998,False,1.0,False
dia,recall,5,20,False,SwappedCondition,25,0.0010077018530658744,False,0.999999999999991,False,1.0,False
dia,recall,5,20,False,SwappedCondition,50,8.84198184006723e-05,False,0.9999999999999997,False,1.0,False
dia,recall,5,20,False,SwappedCondition,75,1.4052146752247953e-05,False,1.0,False,1.0,False
dia,recall,5,20,False,SwappedCondition,100,0.08203164268241635,True,0.999999999999944,False,1.0,False
dia,recall,5,20,False,ErroneousConjunction,25,0.016449137587629482,False,1.0,False,0.9999991333466779,False
dia,recall,5,20,False,ErroneousConjunction,50,0.005186302149800225,False,1.0,False,1.0,False
dia,recall,5,20,False,ErroneousConjunction,75,0.09464495406067291,True,1.0,False,0.9999991338918834,False
dia,recall,5,20,False,ErroneousConjunction,100,0.01926510428599549,False,1.0,False,0.9999991349814353,False
