dataset,metric,number_of_variants,ft_percentage,boost,mistake_type,mistake_percentage,shapiro,normally_distributed,ttest,ttest_significant,wilcoxon,wilcoxon_significant
busybox,precision,7,10,False,SwappedFeature,100,0.21133582427402803,True,0.9999999999845641,False,1.0,False
busybox,precision,7,10,True,SwappedCondition,25,8.8593813643838e-06,False,0.013585565976024611,True,0.04016368091106415,True
busybox,precision,7,10,True,SwappedCondition,50,5.673327691219286e-05,False,0.9952914170925171,False,0.9961939314380288,False
busybox,precision,7,10,True,SwappedCondition,75,0.0005972005358688576,False,0.9997995615143443,False,0.9999908776953816,False
busybox,precision,7,10,True,SwappedCondition,100,0.15732067776571584,True,0.9999999976375747,False,1.0,False
busybox,precision,7,10,True,ErroneousConjunction,25,4.321814535550801e-06,False,0.00010713045194468674,True,5.969515575688028e-06,True
busybox,precision,7,10,True,ErroneousConjunction,50,1.803115055702043e-05,False,5.191165120832575e-05,True,3.6148027538805562e-06,True
busybox,precision,7,10,True,ErroneousConjunction,75,3.9482238377372897e-07,False,0.0011458387629818335,True,9.748165906175632e-06,True
busybox,precision,7,10,True,ErroneousConjunction,100,2.960219427399119e-05,False,0.000545426308174766,True,0.0001589477394836748,True
busybox,precision,7,10,True,SwappedFeature,25,0.0001017019618806752,False,0.0050517983880188555,True,0.0033197682350873947,True
busybox,precision,7,10,True,SwappedFeature,50,0.0001758592858929166,False,0.9964512028065682,False,0.9997225869446993,False
busybox,precision,7,10,True,SwappedFeature,75,8.371776838551328e-06,False,0.9999128158247992,False,0.9999999823048711,False
busybox,precision,7,10,True,SwappedFeature,100,0.014635200548327582,False,0.9999999815347801,False,1.0,False
busybox,precision,7,15,False,SwappedCondition,25,0.3000204255187924,True,0.2902185329027381,False,0.3606271995796382,False
busybox,precision,7,15,False,SwappedCondition,50,0.4038023965127852,True,0.9999727956049801,False,0.9999235644936562,False
busybox,precision,7,15,False,SwappedCondition,75,0.8400489058962693,True,0.9999999986533877,False,0.999999986961484,False
busybox,precision,7,15,False,SwappedCondition,100,0.03394991818977569,False,0.9999999999211009,False,1.0,False
busybox,precision,7,15,False,ErroneousConjunction,25,0.5543675995113795,True,1.004053163671332e-09,True,1.4244516560381606e-06,True
busybox,precision,7,15,False,ErroneousConjunction,50,0.04735125408832391,False,1.0000882523325169e-07,True,1.7574815406371137e-06,True
busybox,precision,7,15,False,ErroneousConjunction,75,0.21875230991918776,True,1.0487019222297536e-07,True,3.2653409210495523e-06,True
busybox,precision,7,15,False,ErroneousConjunction,100,0.04636789398575435,False,2.8707875394626725e-08,True,1.5825850093136646e-06,True
busybox,precision,7,15,False,SwappedFeature,25,0.39012340760872743,True,0.031118647613932376,True,0.05599574297912617,False
busybox,precision,7,15,False,SwappedFeature,50,0.23823563562860411,True,0.999645050163376,False,0.999524112790823,False
busybox,precision,7,15,False,SwappedFeature,75,0.2896498542287098,True,0.9999999976357978,False,0.999999969266355,False
busybox,precision,7,15,False,SwappedFeature,100,0.6938457020878253,True,0.9999999999813648,False,1.0,False
busybox,precision,7,15,True,SwappedCondition,25,1.8772225176969033e-05,False,0.6582559370684904,False,0.2688610601852425,False
busybox,precision,7,15,True,SwappedCondition,50,0.9297028784409063,True,0.9998683677595755,False,0.9996957955881953,False
busybox,precision,7,15,True,SwappedCondition,75,0.0011061283536929793,False,0.9999998906847289,False,0.999999993480742,False
busybox,precision,7,15,True,SwappedCondition,100,7.042762628114646e-05,False,0.999999768687258,False,1.0,False
busybox,precision,7,15,True,ErroneousConjunction,25,4.046490908894722e-06,False,1.989541312632589e-05,True,1.4244516560381606e-06,True
busybox,precision,7,15,True,ErroneousConjunction,50,0.0037637105258435557,False,1.3766662846726574e-06,True,1.9508278382469876e-06,True
busybox,precision,7,15,True,ErroneousConjunction,75,2.2940765812759633e-05,False,6.09150640637365e-05,True,5.404532124120004e-06,True
busybox,precision,7,15,True,ErroneousConjunction,100,0.0027167284292178673,False,0.0007515177655933041,True,0.00030483297748845845,True
busybox,precision,7,15,True,SwappedFeature,25,0.2630634011048542,True,0.005718178936110314,True,0.011922282169274967,True
busybox,precision,7,15,True,SwappedFeature,50,0.8270777999285277,True,0.9997496291892508,False,0.9997225869446993,False
busybox,precision,7,15,True,SwappedFeature,75,0.020710676232849314,False,0.9999964970340608,False,0.9999970132485032,False
busybox,precision,7,15,True,SwappedFeature,100,0.01193029309018069,False,0.9999999332025832,False,1.0,False
busybox,precision,7,20,False,SwappedCondition,25,0.3526621970099276,True,0.25688305552662805,False,0.2918785363435745,False
busybox,precision,7,20,False,SwappedCondition,50,0.7489571376658362,True,0.9997613462064097,False,0.9996667234227061,False
busybox,precision,7,20,False,SwappedCondition,75,0.6249932886780638,True,0.9999999999994718,False,1.0,False
busybox,precision,7,20,False,SwappedCondition,100,0.21944218803267412,True,0.9999999999735104,False,0.9999999981373549,False
busybox,precision,7,20,False,ErroneousConjunction,25,0.39475208071680895,True,3.639170210248677e-10,True,1.2815416253625037e-06,True
busybox,precision,7,20,False,ErroneousConjunction,50,0.37830106896554266,True,3.6924710670603335e-09,True,1.5825850093136646e-06,True
busybox,precision,7,20,False,ErroneousConjunction,75,0.04572272130564586,False,2.2725496137309834e-07,True,3.2653409210495523e-06,True
busybox,precision,7,20,False,ErroneousConjunction,100,0.12534838585198116,True,7.49807919101408e-08,True,4.423962012554167e-06,True
busybox,precision,7,20,False,SwappedFeature,25,0.34405704651524155,True,0.09756754266386371,False,0.1310611367225647,False
busybox,precision,7,20,False,SwappedFeature,50,0.19313310726023702,True,0.9988244217624871,False,0.9983885055407882,False
busybox,precision,7,20,False,SwappedFeature,75,0.7788026293805372,True,0.999999997012324,False,0.9999999767169356,False
busybox,precision,7,20,False,SwappedFeature,100,0.5342602842099498,True,0.9999999999989652,False,1.0,False
busybox,precision,7,20,True,SwappedCondition,25,0.0038301608581025235,False,0.5276711885378479,False,0.3131731441244483,False
busybox,precision,7,20,True,SwappedCondition,50,0.04948639196754405,False,0.9981541736290349,False,0.9989061122760177,False
busybox,precision,7,20,True,SwappedCondition,75,0.07024748805033881,True,0.9999999985121638,False,0.9999999990686774,False
busybox,precision,7,20,True,SwappedCondition,100,0.12499138876536825,True,0.9999999977529468,False,0.9999999990686774,False
busybox,precision,7,20,True,ErroneousConjunction,25,6.853129812404483e-07,False,8.84109037078224e-07,True,1.2815416253625037e-06,True
busybox,precision,7,20,True,ErroneousConjunction,50,8.415400090091349e-07,False,3.0338459243439074e-05,True,1.5825850093136646e-06,True
busybox,precision,7,20,True,ErroneousConjunction,75,0.43429805912608604,True,8.283837405803035e-07,True,6.590604474367224e-06,True
busybox,precision,7,20,True,ErroneousConjunction,100,0.001379722354856415,False,2.5785564531506883e-05,True,1.0738309501101652e-05,True
busybox,precision,7,20,True,SwappedFeature,25,0.05753162340051042,True,0.0078038238965464956,True,0.011705071665346622,True
busybox,precision,7,20,True,SwappedFeature,50,0.00676633824641686,False,0.9998248477945612,False,0.9999685669317842,False
busybox,precision,7,20,True,SwappedFeature,75,0.0019581467864458325,False,0.9999985800721315,False,0.999999969266355,False
busybox,precision,7,20,True,SwappedFeature,100,0.012284414768518515,False,0.9999999950324401,False,1.0,False
busybox,precision,7,25,False,SwappedCondition,25,0.901340060884186,True,0.25390215664505605,False,0.2645525922998786,False
busybox,precision,7,25,False,SwappedCondition,50,0.17889373335758896,True,0.999972879874512,False,0.9999604467302561,False
busybox,precision,7,25,False,SwappedCondition,75,0.031244309253226004,False,0.9999999994515987,False,1.0,False
busybox,precision,7,25,False,SwappedCondition,100,0.09588014467145604,True,0.9999999999986252,False,1.0,False
busybox,precision,7,25,False,ErroneousConjunction,25,0.07697652845377029,True,2.7889078626113182e-09,True,1.2815416253625037e-06,True
busybox,precision,7,25,False,ErroneousConjunction,50,0.3908825010158893,True,4.596403933099632e-09,True,1.7574815406371137e-06,True
busybox,precision,7,25,False,ErroneousConjunction,75,0.5286217818394776,True,3.869924154080031e-09,True,1.4244516560381606e-06,True
busybox,precision,7,25,False,ErroneousConjunction,100,0.56904397144294,True,7.880401006603886e-09,True,2.9483379016890265e-06,True
busybox,precision,7,25,False,SwappedFeature,25,0.09479522920589571,True,0.04869050797361329,True,0.04805078636854887,True
busybox,precision,7,25,False,SwappedFeature,50,0.4581759944550992,True,0.9999928045629706,False,0.9999847523868084,False
busybox,precision,7,25,False,SwappedFeature,75,0.5108378564685669,True,0.9999999985191197,False,0.9999999823048711,False
busybox,precision,7,25,False,SwappedFeature,100,0.27582991456783396,True,0.9999999999996044,False,1.0,False
busybox,precision,7,25,True,SwappedCondition,25,0.9643499078510945,True,0.1688718230988471,False,0.1310611367225647,False
busybox,precision,7,25,True,SwappedCondition,50,6.550367969486774e-05,False,0.9998031313919005,False,0.9999881666153669,False
busybox,precision,7,25,True,SwappedCondition,75,1.698669334185856e-06,False,0.9999998788492158,False,1.0,False
busybox,precision,7,25,True,SwappedCondition,100,0.0029183104056729357,False,0.9999999937220363,False,1.0,False
busybox,precision,7,25,True,ErroneousConjunction,25,0.00348906428920944,False,3.4995203360427883e-08,True,1.2815416253625037e-06,True
busybox,precision,7,25,True,ErroneousConjunction,50,5.306629381288287e-05,False,3.3953277921817592e-06,True,1.7574815406371137e-06,True
busybox,precision,7,25,True,ErroneousConjunction,75,0.6127777979043737,True,7.712046313878077e-10,True,1.4244516560381606e-06,True
busybox,precision,7,25,True,ErroneousConjunction,100,4.668366755507382e-05,False,7.106563623970642e-06,True,1.7574815406371137e-06,True
busybox,precision,7,25,True,SwappedFeature,25,0.5884767643416146,True,0.010987080328587195,True,0.01549240481108427,True
busybox,precision,7,25,True,SwappedFeature,50,0.9129123048043366,True,0.9999964249826852,False,0.999994695186615,False
busybox,precision,7,25,True,SwappedFeature,75,0.3256290744950757,True,0.9999999992048075,False,0.999999993480742,False
busybox,precision,7,25,True,SwappedFeature,100,0.002331641549707059,False,0.9999999925357941,False,1.0,False
busybox,recall,3,5,False,SwappedCondition,25,0.0001052373261294504,False,0.999999999946217,False,0.9999909013068926,False
busybox,recall,3,5,False,SwappedCondition,50,0.009062887588853652,False,0.999999999999999,False,0.9999987184583746,False
busybox,recall,3,5,False,SwappedCondition,75,0.2739591245372526,True,0.9999999999999996,False,0.9999987193211256,False
busybox,recall,3,5,False,SwappedCondition,100,0.0035192441910594113,False,0.9999999999999998,False,1.0,False
busybox,recall,3,5,False,ErroneousConjunction,25,6.204997406526856e-06,False,0.9999999999999921,False,0.9999972012949971,False
busybox,recall,3,5,False,ErroneousConjunction,50,2.971138196501488e-06,False,1.0,False,0.999998721045182,False
busybox,recall,3,5,False,ErroneousConjunction,75,1.6388231203329173e-07,False,1.0,False,0.9999987201833946,False
busybox,recall,3,5,False,ErroneousConjunction,100,8.842999610820691e-05,False,1.0,False,0.999999135525782,False
busybox,recall,3,5,False,SwappedFeature,25,6.094223968396272e-06,False,0.9999999999998075,False,0.9999958578995379,False
busybox,recall,3,5,False,SwappedFeature,50,5.656753878565035e-05,False,1.0,False,0.9999987201833946,False
busybox,recall,3,5,False,SwappedFeature,75,6.361756011505056e-05,False,1.0,False,0.9999987201833946,False
busybox,recall,3,5,False,SwappedFeature,100,0.0023689336521636,False,1.0,False,0.9999991349814353,False
busybox,recall,3,5,True,SwappedCondition,25,7.949797416023501e-07,False,0.9996633053667106,False,0.9999958509503468,False
busybox,recall,3,5,True,SwappedCondition,50,2.7092200644723807e-06,False,0.9999660850048107,False,0.9999987184583746,False
busybox,recall,3,5,True,SwappedCondition,75,1.100979397088521e-05,False,0.9999639566050939,False,1.0,False
busybox,recall,3,5,True,SwappedCondition,100,0.004794592655799083,False,0.9999999709291341,False,1.0,False
busybox,recall,3,5,True,ErroneousConjunction,25,2.794265643095716e-08,False,0.9989235939744674,False,0.9999987193211256,False
busybox,recall,3,5,True,ErroneousConjunction,50,2.8846559948432812e-08,False,0.9995443624867081,False,0.9999991333466779,False
busybox,recall,3,5,True,ErroneousConjunction,75,6.248852316892982e-07,False,0.9998427467489728,False,0.9999987184583746,False
busybox,recall,3,5,True,ErroneousConjunction,100,0.02062571300193964,False,0.99999999817304,False,1.0,False
busybox,recall,3,5,True,SwappedFeature,25,1.2398247283376704e-08,False,0.997001561564713,False,0.9999981065587443,False
busybox,recall,3,5,True,SwappedFeature,50,3.510567936531194e-08,False,0.9996394173572039,False,1.0,False
busybox,recall,3,5,True,SwappedFeature,75,7.625260287699123e-08,False,0.9994497580557854,False,0.9999987184583746,False
busybox,recall,3,5,True,SwappedFeature,100,0.0039779464412290355,False,0.999999971366869,False,1.0,False
busybox,recall,3,10,False,SwappedCondition,25,0.22809247440311037,True,0.9999999999924407,False,0.9999971991190585,False
busybox,recall,3,10,False,SwappedCondition,50,0.05408943841248956,True,1.0,False,0.9999991333466779,False
busybox,recall,3,10,False,SwappedCondition,75,0.0937841570097392,True,0.9999999999994197,False,0.9999987201833946,False
busybox,recall,3,10,False,SwappedCondition,100,0.07723471833252792,True,1.0,False,0.9999991349814353,False
busybox,recall,3,10,False,ErroneousConjunction,25,1.6812736506202888e-06,False,1.0,False,0.999998721045182,False
busybox,recall,3,10,False,ErroneousConjunction,50,0.004961452379333532,False,1.0,False,0.999999135525782,False
busybox,recall,3,10,False,ErroneousConjunction,75,1.2788772733663546e-06,False,1.0,False,0.9999991349814353,False
busybox,recall,3,10,False,ErroneousConjunction,100,1.7364104678688108e-07,False,1.0,False,0.9999991447360034,False
busybox,recall,3,10,False,SwappedFeature,25,0.0013022765446028307,False,1.0,False,0.9999987193211256,False
busybox,recall,3,10,False,SwappedFeature,50,4.205749911727091e-05,False,1.0,False,0.9999991338918834,False
busybox,recall,3,10,False,SwappedFeature,75,1.3848009710139132e-06,False,1.0,False,0.9999987201833946,False
busybox,recall,3,10,False,SwappedFeature,100,2.0204749380756873e-07,False,1.0,False,0.9999991387858587,False
busybox,recall,3,10,True,SwappedCondition,25,1.7795590766617626e-06,False,0.9999710368217791,False,0.9999987193211256,False
busybox,recall,3,10,True,SwappedCondition,50,1.208306410117196e-07,False,0.9999972316151701,False,1.0,False
busybox,recall,3,10,True,SwappedCondition,75,0.00995389338225313,False,0.9999999997735993,False,1.0,False
busybox,recall,3,10,True,SwappedCondition,100,0.0009891439819452942,False,0.9999998884267354,False,1.0,False
busybox,recall,3,10,True,ErroneousConjunction,25,5.9323582951962874e-08,False,0.9999633674311025,False,0.9999991338918834,False
busybox,recall,3,10,True,ErroneousConjunction,50,9.561827911192838e-06,False,0.9999999975317954,False,1.0,False
busybox,recall,3,10,True,ErroneousConjunction,75,8.141595689480497e-09,False,0.9999734447598397,False,0.9999991333466779,False
busybox,recall,3,10,True,ErroneousConjunction,100,0.0009807908790099718,False,0.9999999880358248,False,1.0,False
busybox,recall,3,10,True,SwappedFeature,25,1.1961782636161456e-05,False,0.999998229207151,False,1.0,False
busybox,recall,3,10,True,SwappedFeature,50,1.4192530767191615e-05,False,0.9999999012106374,False,0.9999991333466779,False
busybox,recall,3,10,True,SwappedFeature,75,1.49017075882396e-06,False,0.9999944972070814,False,0.9999987184583746,False
busybox,recall,3,10,True,SwappedFeature,100,0.04290767410213867,False,0.9999999985797107,False,1.0,False
busybox,recall,3,15,False,SwappedCondition,25,0.11510044652954188,True,0.9999999999999999,False,0.9999991338918834,False
busybox,recall,3,15,False,SwappedCondition,50,0.0013180800665180362,False,1.0,False,1.0,False
busybox,recall,3,15,False,SwappedCondition,75,0.014628073988622503,False,1.0,False,0.9999991333466779,False
busybox,recall,3,15,False,SwappedCondition,100,0.04169744659299053,False,0.9999999999999999,False,1.0,False
busybox,recall,3,15,False,ErroneousConjunction,25,0.13167959883310854,True,1.0,False,0.9999991338918834,False
busybox,recall,3,15,False,ErroneousConjunction,50,0.005376228815566881,False,1.0,False,0.9999991349814353,False
busybox,recall,3,15,False,ErroneousConjunction,75,0.0005745778708350867,False,1.0,False,0.9999991338918834,False
busybox,recall,3,15,False,ErroneousConjunction,100,0.0007115176707947567,False,1.0,False,0.999999135525782,False
busybox,recall,3,15,False,SwappedFeature,25,1.346993348562452e-06,False,1.0,False,0.9999991344368026,False
busybox,recall,3,15,False,SwappedFeature,50,4.049886093172345e-06,False,1.0,False,0.9999991338918834,False
busybox,recall,3,15,False,SwappedFeature,75,0.0002233835254696004,False,1.0,False,0.9999991338918834,False
busybox,recall,3,15,False,SwappedFeature,100,2.0158021521126296e-06,False,1.0,False,0.9999991333466779,False
busybox,recall,3,15,True,SwappedCondition,25,3.142417996857195e-05,False,0.9999999988567577,False,1.0,False
busybox,recall,3,15,True,SwappedCondition,50,4.295012155321031e-05,False,0.9999999999920329,False,1.0,False
busybox,recall,3,15,True,SwappedCondition,75,1.4383543330419167e-05,False,0.9999999996167744,False,1.0,False
busybox,recall,3,15,True,SwappedCondition,100,0.03392372451185899,False,0.9999999963984821,False,1.0,False
busybox,recall,3,15,True,ErroneousConjunction,25,3.198075824264307e-05,False,0.9999999995589991,False,1.0,False
busybox,recall,3,15,True,ErroneousConjunction,50,5.734667589126348e-07,False,0.9999999999745177,False,1.0,False
busybox,recall,3,15,True,ErroneousConjunction,75,2.6500503239946804e-07,False,0.9999999832804477,False,1.0,False
busybox,recall,3,15,True,ErroneousConjunction,100,5.182654052251088e-05,False,0.9999999835927877,False,1.0,False
busybox,recall,3,15,True,SwappedFeature,25,8.733472212144388e-10,False,0.9998957091990281,False,1.0,False
busybox,recall,3,15,True,SwappedFeature,50,1.3372960601644924e-05,False,0.9999999999976559,False,0.9999991338918834,False
busybox,recall,3,15,True,SwappedFeature,75,3.085189426265566e-09,False,0.9999999982706353,False,0.9999991338918834,False
busybox,recall,3,15,True,SwappedFeature,100,0.0002709121335356807,False,0.9999999983923745,False,1.0,False
busybox,recall,3,20,False,SwappedCondition,25,0.06154670323629707,True,1.0,False,0.999999135525782,False
busybox,recall,3,20,False,SwappedCondition,50,0.0015369810919669711,False,1.0,False,1.0,False
busybox,recall,3,20,False,SwappedCondition,75,0.0068172111901327916,False,1.0,False,1.0,False
busybox,recall,3,20,False,SwappedCondition,100,0.2231429987080863,True,0.9999999999999999,False,1.0,False
busybox,recall,3,20,False,ErroneousConjunction,25,5.196467022374714e-05,False,1.0,False,0.999999135525782,False
busybox,recall,3,20,False,ErroneousConjunction,50,5.027555688037702e-09,False,1.0,False,0.9999991447360034,False
busybox,recall,3,20,False,ErroneousConjunction,75,4.5116024584941974e-08,False,1.0,False,0.999999135525782,False
busybox,recall,3,20,False,ErroneousConjunction,100,3.076851342437048e-07,False,1.0,False,0.9999991527944752,False
busybox,recall,3,20,False,SwappedFeature,25,5.877293974689377e-05,False,1.0,False,0.9999987193211256,False
busybox,recall,3,20,False,SwappedFeature,50,3.2105526432472032e-06,False,1.0,False,0.9999991387858587,False
busybox,recall,3,20,False,SwappedFeature,75,4.996088270803113e-07,False,1.0,False,0.9999991333466779,False
busybox,recall,3,20,False,SwappedFeature,100,9.032376683145114e-06,False,1.0,False,0.9999991382432266,False
busybox,recall,3,20,True,SwappedCondition,25,3.1013868619378044e-09,False,0.9999999439149873,False,0.9999991333466779,False
busybox,recall,3,20,True,SwappedCondition,50,6.244903129795305e-07,False,0.9999999998574409,False,1.0,False
busybox,recall,3,20,True,SwappedCondition,75,4.192388848998624e-05,False,0.9999999999999729,False,1.0,False
busybox,recall,3,20,True,SwappedCondition,100,0.00026454169256490064,False,0.9999999982741151,False,1.0,False
busybox,recall,3,20,True,ErroneousConjunction,25,7.493846158611233e-07,False,0.9999999999999992,False,1.0,False
busybox,recall,3,20,True,ErroneousConjunction,50,3.643992602307279e-07,False,0.9999999999999054,False,0.9999991333466779,False
busybox,recall,3,20,True,ErroneousConjunction,75,1.7907886361206355e-08,False,0.9999999999998967,False,1.0,False
busybox,recall,3,20,True,ErroneousConjunction,100,1.2504617752436803e-05,False,0.999999998540215,False,1.0,False
busybox,recall,3,20,True,SwappedFeature,25,1.8778151410708515e-08,False,0.9999999999070537,False,0.9999991338918834,False
busybox,recall,3,20,True,SwappedFeature,50,7.35837489958108e-08,False,0.9999999999330815,False,0.9999991333466779,False
busybox,recall,3,20,True,SwappedFeature,75,0.0016779506369220543,False,1.0,False,1.0,False
busybox,recall,3,20,True,SwappedFeature,100,0.00046398203927453083,False,0.999999999877061,False,1.0,False
busybox,recall,3,25,False,SwappedCondition,25,0.00021012660206589764,False,1.0,False,0.9999991338918834,False
busybox,recall,3,25,False,SwappedCondition,50,0.00011852733201806137,False,1.0,False,1.0,False
busybox,recall,3,25,False,SwappedCondition,75,0.0024322127637806134,False,1.0,False,0.9999991333466779,False
busybox,recall,3,25,False,SwappedCondition,100,0.003759368184572034,False,1.0,False,1.0,False
busybox,recall,3,25,False,ErroneousConjunction,25,1.3345200806087642e-07,False,1.0,False,0.9999991349814353,False
busybox,recall,3,25,False,ErroneousConjunction,50,5.4638832468399825e-05,False,1.0,False,0.9999991338918834,False
busybox,recall,3,25,False,ErroneousConjunction,75,0.027363308298149723,False,1.0,False,0.9999991338918834,False
busybox,recall,3,25,False,ErroneousConjunction,100,4.334177992755422e-06,False,1.0,False,0.9999991387858587,False
busybox,recall,3,25,False,SwappedFeature,25,2.274543857531264e-05,False,1.0,False,0.9999991338918834,False
busybox,recall,3,25,False,SwappedFeature,50,1.461795534807724e-07,False,1.0,False,0.9999987193211256,False
busybox,recall,3,25,False,SwappedFeature,75,2.061642985013416e-07,False,1.0,False,1.0,False
busybox,recall,3,25,False,SwappedFeature,100,9.270628404026015e-08,False,1.0,False,0.9999991338918834,False
busybox,recall,3,25,True,SwappedCondition,25,2.3001147595840085e-07,False,0.9999999926656944,False,1.0,False
busybox,recall,3,25,True,SwappedCondition,50,9.491332691844056e-05,False,1.0,False,1.0,False
busybox,recall,3,25,True,SwappedCondition,75,0.0782727924180283,True,1.0,False,1.0,False
busybox,recall,3,25,True,SwappedCondition,100,2.1523446889795633e-05,False,0.9999999998228849,False,1.0,False
busybox,recall,3,25,True,ErroneousConjunction,25,2.08406786287519e-09,False,0.9999999999989495,False,0.9999991338918834,False
busybox,recall,3,25,True,ErroneousConjunction,50,1.1935608451432366e-07,False,0.9999999999999999,False,0.9999991333466779,False
busybox,recall,3,25,True,ErroneousConjunction,75,6.842490940242638e-05,False,1.0,False,0.9999991349814353,False
busybox,recall,3,25,True,ErroneousConjunction,100,5.746647299789149e-05,False,0.9999999999981529,False,1.0,False
busybox,recall,3,25,True,SwappedFeature,25,1.305639233809437e-06,False,0.9999999999999991,False,1.0,False
busybox,recall,3,25,True,SwappedFeature,50,1.389013466108783e-05,False,0.9999999999999997,False,1.0,False
busybox,recall,3,25,True,SwappedFeature,75,0.00036831290374760137,False,1.0,False,1.0,False
busybox,recall,3,25,True,SwappedFeature,100,5.489851649022278e-05,False,0.9999999999511278,False,1.0,False
busybox,recall,5,5,False,SwappedCondition,25,0.007556314550267987,False,0.9999999997713379,False,0.9999938548388949,False
busybox,recall,5,5,False,SwappedCondition,50,0.3433099338752731,True,0.9999999999999999,False,0.9999991338918834,False
busybox,recall,5,5,False,SwappedCondition,75,0.006134902853499429,False,1.0,False,0.9999991338918834,False
busybox,recall,5,5,False,SwappedCondition,100,0.31722470855670615,True,0.9999999999998762,False,1.0,False
busybox,recall,5,5,False,ErroneousConjunction,25,8.706865395635857e-07,False,1.0,False,0.9999981106592539,False
busybox,recall,5,5,False,ErroneousConjunction,50,0.0005408946763233528,False,1.0,False,0.9999991338918834,False
busybox,recall,5,5,False,ErroneousConjunction,75,4.374689839262429e-06,False,1.0,False,0.9999991344368026,False
busybox,recall,5,5,False,ErroneousConjunction,100,1.6448893051495214e-05,False,1.0,False,0.9999991344368026,False
busybox,recall,5,5,False,SwappedFeature,25,0.0037640629370360485,False,0.9999999999999418,False,0.9999981065587443,False
busybox,recall,5,5,False,SwappedFeature,50,0.0003627837428449238,False,1.0,False,0.9999991338918834,False
busybox,recall,5,5,False,SwappedFeature,75,4.8121974125237894e-05,False,1.0,False,0.9999991344368026,False
busybox,recall,5,5,False,SwappedFeature,100,3.4672491292048627e-07,False,1.0,False,0.9999987184583746,False
busybox,recall,5,5,True,SwappedCondition,25,1.182636780388387e-06,False,0.9997679165807765,False,0.9999981051902792,False
busybox,recall,5,5,True,SwappedCondition,50,2.0485091865382487e-07,False,0.999739314485998,False,1.0,False
busybox,recall,5,5,True,SwappedCondition,75,4.783560933417137e-05,False,0.9999952359120255,False,1.0,False
busybox,recall,5,5,True,SwappedCondition,100,0.0005200529455671872,False,0.9999991777289916,False,0.9999991333466779,False
busybox,recall,5,5,True,ErroneousConjunction,25,2.2536451063293032e-09,False,0.9961741879242865,False,0.9999981079263949,False
busybox,recall,5,5,True,ErroneousConjunction,50,1.3145549618076756e-05,False,0.999982863624346,False,1.0,False
busybox,recall,5,5,True,ErroneousConjunction,75,4.3026570023099595e-05,False,0.9999958166337513,False,1.0,False
busybox,recall,5,5,True,ErroneousConjunction,100,0.0021739575765251148,False,0.999999999209114,False,1.0,False
busybox,recall,5,5,True,SwappedFeature,25,5.056830323740815e-07,False,0.9996047406099029,False,0.9999987184583746,False
busybox,recall,5,5,True,SwappedFeature,50,2.2166292120704386e-07,False,0.9997306119419319,False,1.0,False
busybox,recall,5,5,True,SwappedFeature,75,3.438369325822129e-05,False,0.999991536658212,False,1.0,False
busybox,recall,5,5,True,SwappedFeature,100,0.005174521459727912,False,0.9999999354901843,False,0.9999987184583746,False
busybox,recall,5,10,False,SwappedCondition,25,0.04283710292105174,False,0.9999999999999983,False,0.9999987184583746,False
busybox,recall,5,10,False,SwappedCondition,50,0.016678327657515413,False,1.0,False,0.9999987193211256,False
busybox,recall,5,10,False,SwappedCondition,75,0.011177978265380327,False,1.0,False,1.0,False
busybox,recall,5,10,False,SwappedCondition,100,0.054331663646414396,True,0.9999999999999996,False,0.9999991333466779,False
busybox,recall,5,10,False,ErroneousConjunction,25,0.007961421310768053,False,1.0,False,0.9999991338918834,False
busybox,recall,5,10,False,ErroneousConjunction,50,0.0001373498999620987,False,1.0,False,0.9999991338918834,False
busybox,recall,5,10,False,ErroneousConjunction,75,1.5995205831132355e-06,False,1.0,False,0.9999991338918834,False
busybox,recall,5,10,False,ErroneousConjunction,100,0.0002476277218426267,False,1.0,False,0.9999991344368026,False
busybox,recall,5,10,False,SwappedFeature,25,0.00015362655887121392,False,1.0,False,0.9999991338918834,False
busybox,recall,5,10,False,SwappedFeature,50,0.0006616470192908301,False,1.0,False,0.9999991333466779,False
busybox,recall,5,10,False,SwappedFeature,75,4.82649764514912e-05,False,1.0,False,0.9999991333466779,False
busybox,recall,5,10,False,SwappedFeature,100,1.3717984341133708e-05,False,1.0,False,1.0,False
busybox,recall,5,10,True,SwappedCondition,25,1.6874927944432337e-08,False,0.9997239937839274,False,0.9999987184583746,False
busybox,recall,5,10,True,SwappedCondition,50,0.00032819456761690646,False,0.9999999974348078,False,0.9999987193211256,False
busybox,recall,5,10,True,SwappedCondition,75,3.40723053030786e-05,False,0.9999989264941543,False,1.0,False
busybox,recall,5,10,True,SwappedCondition,100,0.0024392624777217113,False,0.9999999918152814,False,1.0,False
busybox,recall,5,10,True,ErroneousConjunction,25,1.2142325640364303e-07,False,0.9999989992539108,False,1.0,False
busybox,recall,5,10,True,ErroneousConjunction,50,3.416943838776605e-05,False,0.9999999997331842,False,1.0,False
busybox,recall,5,10,True,ErroneousConjunction,75,2.338164206544886e-05,False,0.9999999469452505,False,1.0,False
busybox,recall,5,10,True,ErroneousConjunction,100,0.036419827804818936,False,0.9999999999911772,False,0.9999991333466779,False
busybox,recall,5,10,True,SwappedFeature,25,5.764684979085109e-07,False,0.9999990105713402,False,1.0,False
busybox,recall,5,10,True,SwappedFeature,50,1.6514556665001825e-07,False,0.9999983356623918,False,0.9999991333466779,False
