dataset,metric,number_of_variants,ft_percentage,boost,shapiro,normally_distributed,ttest,ttest_significant,wilcoxon,wilcoxon_significant
berkeley-db-libdb,f1,5,10,True,0.0010057901352332676,False,8.72063031398033e-06,True,8.022566821361481e-06,True
berkeley-db-libdb,f1,5,15,False,0.04877847056554446,False,7.1997693963533615e-12,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,5,15,True,0.00012643788328326852,False,3.690246114478745e-07,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,5,20,False,0.1069151363371032,True,5.5721538284827834e-12,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,5,20,True,5.4177563420388184e-05,False,9.531395059772392e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,5,25,False,0.25953310514382255,True,5.004090189094552e-13,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,5,25,True,3.283982254100349e-05,False,3.5648348054180914e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,7,5,False,0.14144990991070489,True,3.9766802780083435e-10,True,1.8948097207904354e-06,True
berkeley-db-libdb,f1,7,5,True,0.0034489398076274057,False,3.755964309410986e-07,True,1.8948097207904354e-06,True
berkeley-db-libdb,f1,7,10,False,0.061481212715325965,True,1.294041276250694e-10,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,7,10,True,0.003068677031836533,False,8.784988268533841e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,7,15,False,0.06785538055543927,True,1.4920023807138167e-11,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,7,15,True,0.004156868750894667,False,1.5192344886395523e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,7,20,False,0.17788834414531957,True,1.524136726444485e-11,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,7,20,True,0.025602815830618984,False,1.4335522464164867e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,7,25,False,0.0895837834467304,True,8.398778917986583e-12,True,9.313225746154785e-10,True
berkeley-db-libdb,f1,7,25,True,0.02399332593679283,False,3.928106712174525e-09,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,3,5,False,0.00041944440201106164,False,3.0886590892155166e-12,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,3,5,True,0.00014829511483072002,False,1.2340303331903427e-05,True,1.7695128917694092e-08,True
berkeley-db-libdb,precision,3,10,False,3.7162602947593448e-06,False,2.8640669551611364e-14,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,3,10,True,0.00012374324237730683,False,2.119756127296157e-06,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,3,15,False,0.0004150706121710189,False,8.779183419774095e-19,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,3,15,True,2.577576082395163e-05,False,1.9648669317712735e-07,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,3,20,False,2.181753702803257e-05,False,8.262666675359499e-17,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,3,20,True,6.9875536764439e-05,False,1.489765706887131e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,3,25,False,0.00015258930756946695,False,2.0772642128664816e-19,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,3,25,True,5.579706203379107e-05,False,2.858211835998361e-09,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,5,5,False,8.864649463787946e-06,False,2.6630781284779596e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,5,5,True,0.0005215257856639147,False,3.1723865663724333e-06,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,5,10,False,0.0005479141543396078,False,3.4339016044235695e-11,True,1.2815416253625037e-06,True
berkeley-db-libdb,precision,5,10,True,7.582213509577283e-05,False,3.4648622862157637e-06,True,1.2815416253625037e-06,True
berkeley-db-libdb,precision,5,15,False,0.011005408831218347,False,5.646170392365191e-13,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,5,15,True,0.00010993341199990872,False,4.681002417842625e-07,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,5,20,False,0.040829181232213324,False,4.5439746214477935e-13,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,5,20,True,2.7105282960717756e-05,False,1.3674419998244247e-07,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,5,25,False,0.12008380683472147,True,3.0833116908129934e-14,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,5,25,True,1.1233039128315255e-05,False,5.2887959246131946e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,7,5,False,0.05585288212477467,True,2.8160901863000734e-10,True,1.8948097207904354e-06,True
berkeley-db-libdb,precision,7,5,True,0.0042978062576098895,False,3.333005937135645e-07,True,1.8948097207904354e-06,True
berkeley-db-libdb,precision,7,10,False,0.004188997389900255,False,6.6921720060431e-11,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,7,10,True,0.00162653961260498,False,9.040293421785991e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,7,15,False,0.1481646768943613,True,3.4154764707639276e-12,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,7,15,True,0.0031207498643313816,False,1.4454755791917957e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,7,20,False,0.1412428393993645,True,1.747781819462903e-12,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,7,20,True,0.016409808667874046,False,1.3048439582867677e-08,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,7,25,False,0.013271765220995041,False,7.507620661650263e-13,True,9.313225746154785e-10,True
berkeley-db-libdb,precision,7,25,True,0.011727134169666902,False,3.6098420813745316e-09,True,9.313225746154785e-10,True
berkeley-db-libdb,recall,3,5,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,3,5,True,6.148390054989997e-09,False,0.9879083972167167,False,0.9995092301237392,False
berkeley-db-libdb,recall,3,10,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,3,10,True,3.041061228882672e-08,False,0.994216010582689,False,0.9998534737399037,False
berkeley-db-libdb,recall,3,15,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,3,15,True,1.774130827880627e-09,False,0.9813078458965576,False,0.9996725208283072,False
berkeley-db-libdb,recall,3,20,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,3,20,True,4.0253863032834643e-10,False,0.964630615787631,False,0.9995092301237392,False
berkeley-db-libdb,recall,3,25,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,3,25,True,2.941597798198764e-10,False,0.9611029630862916,False,0.9992631095780624,False
berkeley-db-libdb,recall,5,5,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,5,5,True,7.907038695207021e-09,False,0.9902224718982823,False,0.9995092301237392,False
berkeley-db-libdb,recall,5,10,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,5,10,True,1.1151516987721546e-11,False,0.8588723602786066,False,0.9974689839368661,False
berkeley-db-libdb,recall,5,15,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,5,15,True,8.738644653862047e-10,False,0.9724999952132849,False,0.9983271909420746,False
berkeley-db-libdb,recall,5,20,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,5,20,True,5.024320802017978e-09,False,0.9856212355781193,False,0.9992631095780624,False
berkeley-db-libdb,recall,5,25,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,5,25,True,4.1703101957362154e-08,False,0.9946548013326489,False,0.9983271909420746,False
berkeley-db-libdb,recall,7,5,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,7,5,True,2.0737663054438022e-08,False,0.9924686067754732,False,0.9974832458996968,False
berkeley-db-libdb,recall,7,10,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,7,10,True,1.4709693654132923e-10,False,0.9485450915178855,False,0.9983271909420746,False
berkeley-db-libdb,recall,7,15,False,1.0,True,nan,False,nan,False
berkeley-db-libdb,recall,7,15,True,1.387872550663576e-09,False,0.9783035569048099,False,0.9910197612369607,False
berkeley-db-libdb,recall,7,20,False,7.76637667465555e-12,False,0.16279099400809674,False,0.15865525393145707,False
berkeley-db-libdb,recall,7,20,True,1.6128459654400119e-09,False,0.9773547741198273,False,0.9961837791758973,False
berkeley-db-libdb,recall,7,25,False,7.76637667465555e-12,False,0.16279099400809674,False,0.15865525393145707,False
berkeley-db-libdb,recall,7,25,True,7.037087598421351e-10,False,0.9698751316331629,False,0.9861460753209601,False
busybox,f1,3,5,False,0.005882705548192959,False,1.5180390217198652e-20,True,9.313225746154785e-10,True
busybox,f1,3,5,True,0.016913601009973838,False,3.29084761562539e-08,True,9.313225746154785e-10,True
busybox,f1,3,10,False,0.04250001267260234,False,2.593009393188338e-25,True,9.313225746154785e-10,True
busybox,f1,3,10,True,0.0005609097096910501,False,1.0790146347359304e-07,True,9.313225746154785e-10,True
busybox,f1,3,15,False,0.0007920430372293884,False,2.326428867289251e-24,True,9.313225746154785e-10,True
busybox,f1,3,15,True,0.000549064998860103,False,1.0898784651791035e-08,True,9.313225746154785e-10,True
busybox,f1,3,20,False,0.000264662589176799,False,8.387141224186678e-25,True,9.313225746154785e-10,True
busybox,f1,3,20,True,0.004175082471852352,False,5.121508583703978e-13,True,9.313225746154785e-10,True
busybox,f1,3,25,False,0.001713988071887796,False,3.2802019223852346e-27,True,9.313225746154785e-10,True
busybox,f1,3,25,True,0.0001457996240226291,False,3.1333778148668745e-11,True,9.313225746154785e-10,True
busybox,f1,5,5,False,0.9212117926784175,True,2.1105146844265037e-12,True,1.2815416253625037e-06,True
busybox,f1,5,5,True,0.0009008691003230941,False,5.229415828185301e-06,True,1.2815416253625037e-06,True
busybox,f1,5,10,False,0.10550460967938913,True,7.804712219393771e-14,True,1.2815416253625037e-06,True
busybox,f1,5,10,True,0.0005665127321740694,False,1.6648232469337795e-06,True,1.2815416253625037e-06,True
busybox,f1,5,15,False,0.5945797857517101,True,2.455812701485751e-16,True,9.313225746154785e-10,True
busybox,f1,5,15,True,0.0009657735629156765,False,7.128367661041028e-08,True,9.313225746154785e-10,True
busybox,f1,5,20,False,0.8432699276505655,True,9.929536450141124e-17,True,9.313225746154785e-10,True
busybox,f1,5,20,True,0.0008496826696671788,False,1.1144530493455169e-08,True,9.313225746154785e-10,True
busybox,f1,5,25,False,0.6524261771910436,True,4.980016490738659e-16,True,9.313225746154785e-10,True
busybox,f1,5,25,True,9.117967356859244e-05,False,7.780086488591772e-09,True,9.313225746154785e-10,True
busybox,f1,7,5,False,0.0014950652900519662,False,1.1882906016778123e-06,True,9.107648574484005e-06,True
busybox,f1,7,5,True,1.1254713865533268e-05,False,0.0002524633803823683,True,2.8058405726217557e-05,True
busybox,f1,7,10,False,0.15222910701474934,True,8.92321127749625e-09,True,1.8948097207904354e-06,True
busybox,f1,7,10,True,6.645384029603579e-05,False,2.1366341921549364e-05,True,2.3578251214258573e-06,True
busybox,f1,7,15,False,0.1680966631688613,True,2.6413433129834314e-08,True,2.803058263748007e-06,True
busybox,f1,7,15,True,4.152297214044283e-06,False,7.082056813348412e-05,True,2.803058263748007e-06,True
busybox,f1,7,20,False,0.10772094053012327,True,2.2168865135771955e-08,True,2.803058263748007e-06,True
busybox,f1,7,20,True,0.039161468923387635,False,5.3146260100488013e-08,True,2.803058263748007e-06,True
busybox,f1,7,25,False,0.21882303686776422,True,9.276314799147151e-09,True,1.8948097207904354e-06,True
busybox,f1,7,25,True,0.02063362126187273,False,7.366929610480786e-08,True,1.8948097207904354e-06,True
busybox,precision,3,5,False,0.0015133518448392838,False,8.892985344379007e-22,True,9.313225746154785e-10,True
busybox,precision,3,5,True,0.008037404631889494,False,8.085436562354801e-08,True,9.313225746154785e-10,True
busybox,precision,3,10,False,0.01256060044134375,False,2.6761260176842197e-28,True,9.313225746154785e-10,True
busybox,precision,3,10,True,0.00018556171668010745,False,3.9664681784223794e-07,True,9.313225746154785e-10,True
busybox,precision,3,15,False,4.01025591447734e-07,False,1.4041636575027337e-25,True,9.313225746154785e-10,True
busybox,precision,3,15,True,0.00026511101477496955,False,6.457214906730546e-08,True,9.313225746154785e-10,True
busybox,precision,3,20,False,1.6633135725352986e-05,False,1.2444033438115398e-27,True,9.313225746154785e-10,True
busybox,precision,3,20,True,0.00021778705584312677,False,4.3515717445203735e-12,True,9.313225746154785e-10,True
busybox,precision,3,25,False,0.0010384176635721827,False,2.438303190421465e-31,True,9.313225746154785e-10,True
busybox,precision,3,25,True,3.07299128191479e-05,False,6.670634936346519e-10,True,9.313225746154785e-10,True
busybox,precision,5,5,False,0.605798412051603,True,1.7349441693464587e-13,True,1.2815416253625037e-06,True
busybox,precision,5,5,True,0.000557867448923529,False,4.6518189891573925e-06,True,1.2815416253625037e-06,True
busybox,precision,5,10,False,0.0010607152729196646,False,1.0763725202614988e-15,True,1.2815416253625037e-06,True
busybox,precision,5,10,True,0.0010163303230023798,False,1.5444731532858407e-06,True,1.2815416253625037e-06,True
busybox,precision,5,15,False,0.055699827013097156,True,3.279072392476616e-19,True,9.313225746154785e-10,True
busybox,precision,5,15,True,0.00034145746806879,False,1.9580210932072486e-07,True,9.313225746154785e-10,True
busybox,precision,5,20,False,0.10137685830300075,True,3.18265721901676e-20,True,9.313225746154785e-10,True
busybox,precision,5,20,True,0.00023231475323272715,False,5.082327431220948e-08,True,9.313225746154785e-10,True
busybox,precision,5,25,False,0.25630870693614227,True,3.775314548708453e-19,True,9.313225746154785e-10,True
busybox,precision,5,25,True,2.302369223581042e-05,False,4.884920224618584e-08,True,9.313225746154785e-10,True
busybox,precision,7,5,False,0.00793014440214801,False,2.4055971975630875e-07,True,9.107648574484005e-06,True
busybox,precision,7,5,True,1.0440095478445264e-05,False,0.00013618673730108943,True,9.107648574484005e-06,True
busybox,precision,7,10,False,0.2852369459738369,True,6.599247391778246e-10,True,1.8948097207904354e-06,True
busybox,precision,7,10,True,6.519779683321625e-05,False,1.080344479930517e-05,True,1.8948097207904354e-06,True
busybox,precision,7,15,False,0.25806724175702145,True,4.801401174506792e-09,True,2.803058263748007e-06,True
busybox,precision,7,15,True,5.165521966425141e-06,False,6.700377338769226e-05,True,2.803058263748007e-06,True
busybox,precision,7,20,False,0.3571523579454118,True,2.9800937670857842e-09,True,2.803058263748007e-06,True
busybox,precision,7,20,True,0.026438619484774377,False,6.094967861347015e-08,True,2.803058263748007e-06,True
busybox,precision,7,25,False,0.5545668390159355,True,1.3172781840642738e-09,True,1.8948097207904354e-06,True
